Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.07.16 02:41:21;Sell;0.01;BTCUSD+;64760.41;0.01;2026.07.16 02:46:36;64760.41;;;0
2026.07.15 21:29:55;Buy;0.09;XAUUSD+;4075.04;0.09;2026.07.15 21:29:55;4074.66;-0.36;;-2.98
2026.07.15 15:53:22;Buy;0.01;BTCUSD+;65244.14;0.01;2026.07.15 16:45:21;65164.91;;;-0.69
2026.07.15 16:02:16;Buy;0.01;BTCUSD+;65250.47;0.01;2026.07.15 16:45:21;65164.96;;;-0.74
2026.07.15 15:53:22;Buy;0.01;BTCUSD+;65244.14;0.01;2026.07.15 16:42:24;65244.14;;;0
2026.07.15 16:02:16;Buy;0.01;BTCUSD+;65249.97;0.01;2026.07.15 16:42:23;65249.97;;;0
2026.07.15 15:53:22;Buy;0.01;BTCUSD+;65247.98;0.01;2026.07.15 16:23:06;65469.49;;;1.9300000000000002
2026.07.15 16:02:15;Buy;0.01;BTCUSD+;65253.74;0.01;2026.07.15 16:23:06;65469.49;;;1.88
2026.07.15 16:15:01;Buy;0.04;BTCUSD+;65380;0.04;2026.07.15 16:18:08;65473.58;;;3.27
2026.07.15 15:37:00;Buy;0.08;XAUUSD+;4062.23;0.08;2026.07.15 15:37:27;4060.05;-0.32;;-15.27
2026.07.15 09:32:49;Buy;0.01;BTCUSD+;65086.36;0.01;2026.07.15 09:57:08;64847.55;;;-2.08
2026.07.15 09:32:49;Buy;0.01;BTCUSD+;65086.11;0.01;2026.07.15 09:37:51;65081.19;;;-0.04
2026.07.15 09:32:49;Buy;0.01;BTCUSD+;65086.11;0.01;2026.07.15 09:37:51;65075.61;;;-0.09
2026.07.15 04:40:25;Sell;0.08;XAUUSD+;4042.53;0.08;2026.07.15 04:40:27;4041.53;-0.32;;7
2026.07.15 01:20:41;Buy;0.01;BTCUSD+;64989.64;0.01;2026.07.15 04:40:27;64681.07;;;-2.7
2026.07.15 01:20:41;Buy;0.01;BTCUSD+;64994.11;0.01;2026.07.15 01:21:07;64984.53;;;-0.08
2026.07.15 01:20:41;Buy;0.01;BTCUSD+;64995.54;0.01;2026.07.15 01:21:07;64988.33;;;-0.07
2026.07.14 18:04:37;Buy;0.01;BTCUSD+;64411.14;0.01;2026.07.14 18:59:40;64761.44;;;3.06
2026.07.14 18:29:08;Buy;0.01;BTCUSD+;64478.99;0.01;2026.07.14 18:59:40;64761.44;;;2.4699999999999998
2026.07.14 18:31:57;Buy;0.03;BTCUSD+;64845.88;0.03;2026.07.14 18:32:29;64826.92;;;-0.5
2026.07.14 18:04:37;Buy;0.01;BTCUSD+;64408.09;0.01;2026.07.14 18:32:29;64827.74;;;3.67
2026.07.14 18:29:08;Buy;0.01;BTCUSD+;64490.08;0.01;2026.07.14 18:32:29;64827.74;;;2.95
2026.07.14 18:31:56;Buy;0.03;BTCUSD+;64705.02;0.03;2026.07.14 18:32:28;64833.34;;;3.36
2026.07.14 18:31:56;Buy;0.03;BTCUSD+;64698.71;0.03;2026.07.14 18:31:58;64874.89;;;4.62
2026.07.14 18:04:37;Buy;0.01;BTCUSD+;64408.09;0.01;2026.07.14 18:31:58;64921.04;;;4.48
2026.07.14 18:04:37;Buy;0.01;BTCUSD+;64406.02;0.01;2026.07.14 18:31:57;64894.66;;;4.27
2026.07.14 18:04:37;Buy;0.01;BTCUSD+;64408.99;0.01;2026.07.14 18:31:57;64874.43;;;4.06
2026.07.14 16:00:00;Buy;0.03;BTCUSD+;63987.7;0.03;2026.07.14 16:25:10;64079.62;;;2.41
2026.07.14 16:00:00;Buy;0.08;BTCUSD+;63979.35;0.08;2026.07.14 16:23:31;64173.66;;;13.57
2026.07.14 15:45:01;Buy;0.03;BTCUSD+;63596.82;0.03;2026.07.14 15:47:20;63752.61;;;4.09
2026.07.14 15:45:00;Buy;0.04;BTCUSD+;63586.32;0.04;2026.07.14 15:46:03;63768.52;;;6.36
2026.07.14 15:30:09;Buy;0.08;XAUUSD+;4082.48;0.08;2026.07.14 15:30:18;4081.89;-0.32;;-4.12
2026.07.14 15:03:22;Buy;0.08;XAUUSD+;4034.16;0.08;2026.07.14 15:03:23;4034.18;-0.32;;0.14
2026.07.14 13:47:53;Buy;0.01;BTCUSD+;62843.13;0.01;2026.07.14 13:51:42;62843.13;;;0
2026.07.14 13:47:58;Buy;0.01;BTCUSD+;62856.14;0.01;2026.07.14 13:51:40;62851.81;;;-0.04
2026.07.14 07:05:13;Buy;0.01;BTCUSD+;62644.65;0.01;2026.07.14 07:29:02;62641.39;;;-0.04
2026.07.14 07:05:13;Buy;0.01;BTCUSD+;62644.65;0.01;2026.07.14 07:29:01;62641.67;;;-0.03
2026.07.14 03:07:32;Sell;0.08;XAUUSD+;3986.96;0.08;2026.07.14 03:07:33;3985.38;-0.32;;11.1
2026.07.13 20:36:22;Sell;0.01;BTCUSD+;62124.98;0.01;2026.07.13 20:45:07;62124.98;;;0
2026.07.13 20:36:49;Sell;0.01;BTCUSD+;62081.78;0.01;2026.07.13 20:39:12;62094.18;;;-0.11
2026.07.13 16:11:12;Sell;0.01;BTCUSD+;62521.18;0.01;2026.07.13 17:26:11;62586.51;;;-0.58
2026.07.13 17:16:47;Sell;0.01;XAUUSD+;4019.56;0.01;2026.07.13 17:17:01;4013.84;-0.04;;5.01
2026.07.13 17:16:47;Sell;0.01;XAUUSD+;4019.56;0.01;2026.07.13 17:17:01;4013.9;-0.04;;4.96
2026.07.13 17:16:47;Sell;0.08;XAUUSD+;4019.56;0.08;2026.07.13 17:16:48;4017.58;-0.32;;13.89
2026.07.13 16:51:50;Sell;0.08;XAUUSD+;4042.78;0.08;2026.07.13 16:52:20;4046.15;-0.32;;-23.61
2026.07.13 16:51:18;Sell;0.08;XAUUSD+;4047.27;0.08;2026.07.13 16:51:39;4047.38;-0.32;;-0.77
2026.07.13 16:11:07;Sell;0.01;BTCUSD+;62527.62;0.01;2026.07.13 16:23:41;62527.62;;;0
2026.07.13 16:19:14;Sell;0.01;BTCUSD+;62487.7;0.01;2026.07.13 16:22:17;62487.7;;;0
2026.07.13 16:19:06;Sell;0.01;BTCUSD+;62488.96;0.01;2026.07.13 16:22:17;62488.96;;;0
2026.07.13 11:11:07;Buy;0.08;XAUUSD+;4073.35;0.08;2026.07.13 11:11:56;4071.7;-0.32;;-11.54
2026.07.13 07:00:02;Sell;0.08;BTCUSD+;62797.74;0.08;2026.07.13 07:07:26;62747.95;;;3.49
2026.07.13 06:11:45;Sell;0.01;BTCUSD+;62949.65;0.01;2026.07.13 06:13:33;62979.67;;;-0.26
2026.07.13 06:11:49;Sell;0.08;XAUUSD+;4054.64;0.08;2026.07.13 06:11:54;4054.77;-0.32;;-0.91
2026.07.13 06:06:43;Sell;0.08;XAUUSD+;4060.88;0.08;2026.07.13 06:06:45;4060.69;-0.32;;1.33
2026.07.13 05:00:01;Sell;0.08;BTCUSD+;63411.92;0.08;2026.07.13 05:05:33;63398.08;;;0.97
2026.07.13 03:45:01;Sell;0.04;BTCUSD+;63780.24;0.04;2026.07.13 04:10:58;63757.03;;;0.82
2026.07.13 03:40:33;Sell;0.01;BTCUSD+;63632.55;0.01;2026.07.13 04:09:35;63813.77;;;-1.5899999999999999
2026.07.13 03:45:01;Sell;0.03;BTCUSD+;63780.43;0.03;2026.07.13 04:05:15;63924.41;;;-3.79
2026.07.13 03:40:33;Sell;0.01;BTCUSD+;63610.61;0.01;2026.07.13 03:55:55;64123.02;;;-4.49
2026.07.13 03:40:33;Sell;0.01;BTCUSD+;63632.55;0.01;2026.07.13 03:42:00;63680.99;;;-0.42
2026.07.13 03:40:33;Sell;0.03;BTCUSD+;63617.28;0.03;2026.07.13 03:41:58;63692.58;;;-1.98
2026.07.13 03:11:06;Buy;0.01;BTCUSD+;64275.47;0.01;2026.07.13 03:40:33;63635.22;;;-5.62
2026.07.13 03:15:01;Buy;0.04;BTCUSD+;64341.29;0.04;2026.07.13 03:39:11;63844.11;;;-17.45
2026.07.13 03:15:01;Buy;0.03;BTCUSD+;64353.81;0.03;2026.07.13 03:38:04;63921.33;;;-11.38
2026.07.13 03:11:07;Buy;0.01;BTCUSD+;64269.21;0.01;2026.07.13 03:16:12;64269.21;;;0
2026.07.13 03:11:07;Buy;0.01;BTCUSD+;64256.19;0.01;2026.07.13 03:14:33;64256.19;;;0
2026.07.13 01:20:11;Sell;0.01;BTCUSD+;63664.87;0.01;2026.07.13 02:00:10;63871.04;;;-1.81
2026.07.13 01:48:44;Sell;0.08;XAUUSD+;4073.6;0.08;2026.07.13 01:48:45;4070.83;-0.32;;19.45
2026.07.13 01:00:00;Sell;0.08;BTCUSD+;63904.27;0.08;2026.07.13 01:03:47;63719.07;;;13
2026.07.10 23:53:07;Buy;0.08;XAUUSD+;4115.46;0.08;2026.07.10 23:53:13;4118.98;-0.32;;24.67
2026.07.10 23:53:12;Buy;0.08;XAUUSD+;4118.57;0.08;2026.07.10 23:53:12;4118.83;-0.32;;1.8199999999999998
2026.07.10 18:00:01;Sell;0.08;BTCUSD+;63903.76;0.08;2026.07.10 19:39:26;63881.37;;;1.5699999999999998
2026.07.10 16:52:05;Buy;0.01;BTCUSD+;64691.23;0.01;2026.07.10 17:18:54;64100.61;;;-5.17
2026.07.10 16:52:05;Buy;0.03;BTCUSD+;64690.26;0.03;2026.07.10 17:11:34;64198.98;;;-12.91
2026.07.10 16:52:05;Buy;0.01;BTCUSD+;64690.26;0.01;2026.07.10 16:58:30;64492.68;;;-1.72
2026.07.10 16:52:05;Buy;0.03;BTCUSD+;64676.97;0.03;2026.07.10 16:53:31;64616.75;;;-1.58
2026.07.10 11:16:40;Buy;0.01;BTCUSD+;64231.77;0.01;2026.07.10 16:30:34;64150.7;;;-0.71
2026.07.10 16:27:01;Sell;0.08;XAUUSD+;4094.6;0.08;2026.07.10 16:27:32;4093.4;-0.32;;8.41
2026.07.10 16:27:29;Sell;0.08;XAUUSD+;4093.86;0.08;2026.07.10 16:27:30;4093.32;-0.32;;3.7800000000000002
2026.07.10 11:16:40;Buy;0.01;BTCUSD+;64232.31;0.01;2026.07.10 16:16:52;64219.01;;;-0.11
2026.07.10 11:16:39;Buy;0.01;BTCUSD+;64206.92;0.01;2026.07.10 11:17:08;64198.93;;;-0.07
2026.07.10 11:16:40;Buy;0.01;BTCUSD+;64216.67;0.01;2026.07.10 11:17:08;64198.98;;;-0.16
2026.07.10 11:16:39;Buy;0.01;BTCUSD+;64206.92;0.01;2026.07.10 11:17:08;64198.98;;;-0.07
2026.07.10 08:47:36;Sell;0.08;XAUUSD+;4108.91;0.08;2026.07.10 08:47:38;4108.81;-0.32;;0.7
2026.07.10 05:00:00;Buy;0.08;BTCUSD+;63761.42;0.08;2026.07.10 05:05:53;63753.45;;;-0.55
2026.07.10 04:38:01;Buy;0.01;BTCUSD+;63466.75;0.01;2026.07.10 04:51:56;63939.92;;;4.13
2026.07.10 04:38:01;Buy;0.01;BTCUSD+;63466.25;0.01;2026.07.10 04:49:46;63761.95;;;2.59
2026.07.10 04:38:01;Buy;0.01;BTCUSD+;63464.27;0.01;2026.07.10 04:49:04;63804.19;;;2.9699999999999998
2026.07.10 03:24:47;Sell;0.08;XAUUSD+;4119.3;0.08;2026.07.10 03:25:14;4119.1;-0.32;;1.4
2026.07.09 21:07:29;Buy;0.01;BTCUSD+;63249.15;0.01;2026.07.10 02:21:03;63060.12;;-0.38;-1.65
2026.07.09 21:07:28;Buy;0.01;BTCUSD+;63241.5;0.01;2026.07.09 21:26:25;63241.5;;;0
2026.07.09 21:07:29;Buy;0.01;BTCUSD+;63242.43;0.01;2026.07.09 21:26:24;63242.43;;;0
2026.07.09 21:07:28;Buy;0.01;BTCUSD+;63242.39;0.01;2026.07.09 21:26:24;63242.39;;;0
2026.07.09 21:07:29;Buy;0.01;BTCUSD+;63249.15;0.01;2026.07.09 21:24:45;63249.15;;;0
2026.07.09 21:07:34;Buy;0.03;BTCUSD+;63285.6;0.03;2026.07.09 21:12:20;63375.35;;;2.35
2026.07.09 18:22:49;Buy;0.01;BTCUSD+;63253.95;0.01;2026.07.09 19:25:46;62652.85;;;-5.26
2026.07.09 18:22:49;Buy;0.01;BTCUSD+;63253.61;0.01;2026.07.09 18:31:40;63049.37;;;-1.79
2026.07.09 18:22:49;Buy;0.01;BTCUSD+;63249.55;0.01;2026.07.09 18:29:40;62998.41;;;-2.2
2026.07.09 16:53:17;Buy;0.01;BTCUSD+;63240.46;0.01;2026.07.09 17:21:30;62659;;;-5.08
2026.07.09 17:04:01;Buy;0.08;XAUUSD+;4134.72;0.08;2026.07.09 17:04:17;4133.35;-0.32;;-9.58
2026.07.09 16:53:17;Buy;0.01;BTCUSD+;63242.43;0.01;2026.07.09 16:58:35;63056.29;;;-1.63
2026.07.09 16:53:17;Buy;0.01;BTCUSD+;63244.46;0.01;2026.07.09 16:58:19;63015.31;;;-2
2026.07.09 15:08:47;Buy;0.08;XAUUSD+;4118.75;0.08;2026.07.09 15:08:50;4118.65;-0.32;;-0.7
2026.07.09 09:00:27;Buy;0.01;BTCUSD+;62614.63;0.01;2026.07.09 09:06:10;62606.1;;;-0.08
2026.07.09 09:00:19;Buy;0.08;XAUUSD+;4091.79;0.08;2026.07.09 09:00:20;4093.5;-0.32;;11.96
2026.07.09 09:00:17;Buy;0.08;XAUUSD+;4091.13;0.08;2026.07.09 09:00:19;4091.49;-0.32;;2.52
2026.07.09 08:11:37;Buy;0.01;BTCUSD+;62619;0.01;2026.07.09 08:37:09;62328.6;;;-2.54
2026.07.09 08:11:37;Buy;0.01;BTCUSD+;62619;0.01;2026.07.09 08:22:17;62270.69;;;-3.04
2026.07.08 21:46:30;Buy;0.08;XAUUSD+;4086.47;0.08;2026.07.08 21:46:32;4087.1;-0.32;;4.41
2026.07.08 18:16:25;Sell;0.08;XAUUSD+;4028.3;0.08;2026.07.08 18:16:38;4028.11;-0.32;;1.33
2026.07.08 18:15:30;Sell;0.08;XAUUSD+;4031.14;0.08;2026.07.08 18:15:31;4030.63;-0.32;;3.58
2026.07.08 17:43:29;Sell;0.08;XAUUSD+;4040.34;0.08;2026.07.08 17:43:46;4039.5;-0.32;;5.89
2026.07.08 16:49:20;Sell;0.01;BTCUSD+;61701.54;0.01;2026.07.08 16:55:42;61706.38;;;-0.04
2026.07.08 16:25:24;Sell;0.01;BTCUSD+;61767.21;0.01;2026.07.08 16:35:42;61986.35;;;-1.92
2026.07.08 12:00:01;Sell;0.08;BTCUSD+;62017.07;0.08;2026.07.08 12:02:47;62059.3;;;-2.95
2026.07.08 11:58:48;Sell;0.08;XAUUSD+;4053.67;0.08;2026.07.08 11:58:49;4052.86;-0.32;;5.68
2026.07.08 11:56:40;Sell;0.08;XAUUSD+;4057.83;0.08;2026.07.08 11:56:44;4056.28;-0.32;;10.86
2026.07.08 11:45:00;Sell;0.03;BTCUSD+;62030.62;0.03;2026.07.08 11:50:35;62155.7;;;-3.29
2026.07.08 11:30:01;Sell;0.03;BTCUSD+;62071.38;0.03;2026.07.08 11:39:09;61961.09;;;2.9
2026.07.08 11:30:01;Sell;0.04;BTCUSD+;62066.8;0.04;2026.07.08 11:33:22;62056.38;;;0.36
2026.07.08 11:17:58;Sell;0.01;XAUUSD+;4089.02;0.01;2026.07.08 11:19:00;4088.49;-0.04;;0.46
2026.07.08 11:17:58;Sell;0.01;XAUUSD+;4089.02;0.01;2026.07.08 11:18:00;4088.09;-0.04;;0.82
2026.07.08 11:17:58;Sell;0.08;XAUUSD+;4089.02;0.08;2026.07.08 11:17:59;4088.36;-0.32;;4.63
2026.07.08 09:21:09;Sell;0.01;BTCUSD+;62498.04;0.01;2026.07.08 10:38:49;62774.11;;;-2.42
2026.07.08 09:13:09;Sell;0.01;BTCUSD+;62555.01;0.01;2026.07.08 09:23:00;62571.58;;;-0.15
2026.07.08 08:52:02;Sell;0.01;BTCUSD+;62561.19;0.01;2026.07.08 09:22:56;62566.35;;;-0.04
2026.07.08 05:34:09;Sell;0.01;BTCUSD+;62693.93;0.01;2026.07.08 06:51:23;62832.49;;;-1.21
2026.07.08 06:01:52;Buy;0.08;XAUUSD+;4127.53;0.08;2026.07.08 06:01:57;4128.8;-0.32;;8.9
2026.07.08 05:35:23;Sell;0.01;BTCUSD+;62653.64;0.01;2026.07.08 05:53:20;62907.11;;;-2.22
2026.07.08 05:34:09;Sell;0.01;BTCUSD+;62700.31;0.01;2026.07.08 05:37:01;62673.1;;;0.24
2026.07.08 04:36:33;Sell;0.01;BTCUSD+;63125.12;0.01;2026.07.08 04:44:16;63132.26;;;-0.06
2026.07.08 04:36:33;Sell;0.01;BTCUSD+;63096.43;0.01;2026.07.08 04:40:16;63096.43;;;0
2026.07.07 22:15:40;Sell;0.08;XAUUSD+;4100.19;0.08;2026.07.07 22:15:41;4100.61;-0.32;;-2.94
2026.07.07 22:07:14;Sell;0.01;XAUUSD+;4115.32;0.01;2026.07.07 22:10:00;4111.31;-0.04;;3.51
2026.07.07 22:07:14;Sell;0.01;XAUUSD+;4115.26;0.01;2026.07.07 22:08:00;4109.93;-0.04;;4.67
2026.07.07 22:07:14;Sell;0.08;XAUUSD+;4115.32;0.08;2026.07.07 22:07:16;4112.93;-0.32;;16.75
2026.07.07 22:01:06;Sell;0.08;XAUUSD+;4119.25;0.08;2026.07.07 22:01:25;4118.89;-0.32;;2.52
2026.07.07 21:49:14;Sell;0.08;XAUUSD+;4135.92;0.08;2026.07.07 21:49:18;4134.31;-0.32;;11.27
2026.07.07 18:36:02;Buy;0.01;BTCUSD+;63856.68;0.01;2026.07.07 18:39:45;63856.68;;;0
2026.07.07 18:36:02;Buy;0.01;BTCUSD+;63856.68;0.01;2026.07.07 18:39:45;63856.68;;;0
2026.07.07 17:36:19;Sell;0.01;BTCUSD+;62752.23;0.01;2026.07.07 17:48:14;63234.61;;;-4.22
2026.07.07 17:36:18;Sell;0.01;BTCUSD+;62757.46;0.01;2026.07.07 17:47:40;63160.59;;;-3.5300000000000002
2026.07.07 15:09:42;Buy;0.01;XAUUSD+;4169.55;0.01;2026.07.07 15:15:00;4173.11;-0.04;;3.11
2026.07.07 15:09:42;Buy;0.01;XAUUSD+;4169.55;0.01;2026.07.07 15:09:45;4168.93;-0.04;;-0.54
2026.07.07 15:09:42;Buy;0.08;XAUUSD+;4169.55;0.08;2026.07.07 15:09:43;4169.29;-0.32;;-1.8199999999999998
2026.07.07 14:18:34;Buy;0.08;XAUUSD+;4139.57;0.08;2026.07.07 14:18:40;4140.11;-0.32;;3.7800000000000002
2026.07.07 04:27:49;Sell;0.01;XAUUSD+;4126.85;0.01;2026.07.07 04:29:06;4131.95;-0.04;;-4.46
2026.07.07 04:27:49;Sell;0.01;XAUUSD+;4126.85;0.01;2026.07.07 04:29:06;4131.95;-0.04;;-4.46
2026.07.07 04:27:49;Sell;0.08;XAUUSD+;4126.85;0.08;2026.07.07 04:27:51;4126.91;-0.32;;-0.42
2026.07.07 01:02:32;Buy;0.08;XAUUSD+;4167.58;0.08;2026.07.07 01:02:39;4167.48;-0.32;;-0.7
2026.07.07 00:09:03;Buy;0.01;BTCUSD+;63973.43;0.01;2026.07.07 00:09:10;64449.43;;;4.16
2026.07.07 00:08:59;Buy;0.01;BTCUSD+;63946.17;0.01;2026.07.07 00:09:10;64449.43;;;4.4
2026.07.07 00:08:59;Buy;0.01;BTCUSD+;63948.18;0.01;2026.07.07 00:09:09;64435.71;;;4.27
2026.07.07 00:09:04;Buy;0.03;BTCUSD+;63999.75;0.03;2026.07.07 00:09:08;64308.23;;;8.09
2026.07.06 21:36:05;Buy;0.08;XAUUSD+;4166.91;0.08;2026.07.06 21:36:55;4167.32;-0.32;;2.87
2026.07.06 20:26:49;Buy;0.01;BTCUSD+;63963.89;0.01;2026.07.06 21:26:41;63831.86;;;-1.15
2026.07.06 20:26:49;Buy;0.01;BTCUSD+;63966.15;0.01;2026.07.06 21:03:42;63663.82;;;-2.64
2026.07.06 20:26:49;Buy;0.01;BTCUSD+;63974.76;0.01;2026.07.06 20:38:05;63737.44;;;-2.08
2026.07.06 19:00:01;Buy;0.01;BTCUSD+;63558.68;0.01;2026.07.06 19:12:08;63722.46;;;1.43
2026.07.06 19:00:01;Buy;0.03;BTCUSD+;63559.67;0.03;2026.07.06 19:11:32;63738.46;;;4.6899999999999995
2026.07.06 16:00:01;Sell;0.03;BTCUSD+;61744.99;0.03;2026.07.06 16:06:03;61663.99;;;2.13
2026.07.06 15:00:25;Sell;0.01;BTCUSD+;62299.15;0.01;2026.07.06 15:50:07;61757.3;;;4.75
2026.07.06 15:15:00;Sell;0.01;BTCUSD+;61988.97;0.01;2026.07.06 15:47:06;61722.64;;;2.33
2026.07.06 15:00:08;Sell;0.01;BTCUSD+;62422.54;0.01;2026.07.06 15:45:08;61767.99;;;5.74
2026.07.06 15:00:04;Sell;0.01;BTCUSD+;62454.28;0.01;2026.07.06 15:05:23;61885.22;;;4.98
2026.07.06 15:00:03;Sell;0.01;BTCUSD+;62462.62;0.01;2026.07.06 15:03:26;61977.96;;;4.25
2026.07.06 15:00:01;Sell;0.01;BTCUSD+;62468.94;0.01;2026.07.06 15:03:26;62004;;;4.07
2026.07.06 15:00:08;Sell;0.01;BTCUSD+;62422.54;0.01;2026.07.06 15:03:17;62149.97;;;2.39
2026.07.06 08:03:37;Sell;0.01;XAUUSD+;4154.86;0.01;2026.07.06 08:11:00;4153.77;-0.04;;0.95
2026.07.06 08:03:37;Sell;0.01;XAUUSD+;4154.8;0.01;2026.07.06 08:04:01;4156.01;-0.04;;-1.06
2026.07.06 01:19:29;Buy;0.01;BTCUSD+;63426.94;0.01;2026.07.06 03:08:51;63530.57;;;0.91
2026.07.06 02:28:05;Buy;0.01;XAUUSD+;4197.32;0.01;2026.07.06 02:30:01;4199.12;-0.04;;1.5699999999999998
2026.07.06 02:28:05;Buy;0.01;XAUUSD+;4197.32;0.01;2026.07.06 02:29:19;4200.37;-0.04;;2.67
2026.07.06 02:00:01;Buy;0.03;BTCUSD+;63736.19;0.03;2026.07.06 02:05:33;63798.77;;;1.6400000000000001
2026.07.06 01:19:29;Buy;0.01;BTCUSD+;63425.17;0.01;2026.07.06 01:32:17;63790.77;;;3.2
2026.07.06 01:30:01;Buy;0.01;BTCUSD+;63733.34;0.01;2026.07.06 01:32:13;63827.79;;;0.83
2026.07.06 01:30:01;Buy;0.02;BTCUSD+;63730.71;0.02;2026.07.06 01:30:40;63898.71;;;2.94
2026.07.06 01:19:29;Buy;0.01;BTCUSD+;63433.26;0.01;2026.07.06 01:30:40;63898.74;;;4.07
2026.07.06 01:19:29;Buy;0.01;BTCUSD+;63424.49;0.01;2026.07.06 01:30:39;63895.02;;;4.12
2026.07.06 01:19:29;Buy;0.01;BTCUSD+;63430.73;0.01;2026.07.06 01:29:07;63664.85;;;2.05
2026.07.06 01:20:47;Buy;0.01;BTCUSD+;63617.38;0.01;2026.07.06 01:21:00;63549.1;;;-0.59
2026.07.06 00:23:23;Buy;0.01;BTCUSD+;62909.45;0.01;2026.07.06 00:34:55;62909.45;;;0
2026.07.06 00:23:23;Buy;0.01;BTCUSD+;62911.47;0.01;2026.07.06 00:34:52;62911.47;;;0
2026.07.03 16:43:28;Buy;0.01;BTCUSD+;62176.81;0.01;2026.07.03 17:57:05;62191.11;;;0.12
