Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.06.14 00:05:40;Buy;0.01;BTCUSD;64297;0.01;2026.06.14 00:41:28;64567;;;2.7
2026.06.12 18:10:58;Buy;0.01;BTCUSD;64185;0.01;2026.06.12 18:15:59;64259;;;0.74
2026.06.11 09:16:29;Buy;0.01;BTCUSD;62805;0.01;2026.06.11 10:00:00;62678;;;-1.27
2026.06.09 16:19:17;Sell;0.01;BTCUSD;62351;0.01;2026.06.09 16:26:08;62286;;;0.65
2026.06.05 09:22:33;Sell;0.01;BTCUSD;61300;0.01;2026.06.05 10:00:00;61891;;;-5.91
2026.06.03 06:28:11;Sell;0.01;BTCUSD;66079;0.01;2026.06.03 07:01:12;65944;;;1.35
2026.06.02 09:47:31;Sell;0.01;BTCUSD;69972;0.01;2026.06.02 10:00:22;70026;;;-0.54
2026.06.02 04:59:55;Sell;0.01;BTCUSD;70564;0.01;2026.06.02 05:04:57;70489;;;0.75
2026.06.01 10:24:34;Sell;0.01;BTCUSD;72852;0.01;2026.06.01 11:56:46;72782;;;0.7
2026.06.01 04:54:26;Sell;0.01;BTCUSD;73239;0.01;2026.06.01 05:00:36;73188;;;0.51
2026.05.29 17:26:11;Sell;0.01;BTCUSD;72420;0.01;2026.05.29 17:57:16;73081;;;-6.61
2026.05.26 17:25:13;Buy;0.01;BTCUSD;77830;0.01;2026.05.26 17:26:22;77898;;;0.68
2026.05.25 05:07:10;Buy;0.01;BTCUSD;77372;0.01;2026.05.25 07:37:10;77052;;;-3.2
2026.05.22 18:00:04;Sell;0.01;BTCUSD;76623;0.01;2026.05.22 18:23:50;76591;;;0.32
2026.05.20 09:50:50;Buy;0.01;BTCUSD;77317;0.01;2026.05.20 10:24:05;77371;;;0.54
2026.05.18 09:10:20;Sell;0.01;BTCUSD;76551;0.01;2026.05.18 11:04:33;77094;;;-5.43
2026.05.06 11:34:02;Buy;0.01;BTCUSD;81782;0.01;2026.05.06 11:53:27;81860;;;0.78
2026.05.05 05:39:27;Buy;0.01;BTCUSD;80736;0.01;2026.05.05 05:45:46;80828;;;0.92
2026.05.04 04:55:57;Buy;0.01;BTCUSD;79713;0.01;2026.05.04 05:00:47;79764;;;0.51
2026.04.29 19:24:34;Sell;0.01;BTCUSD;75655;0.01;2026.04.29 20:59:47;76146;;;-4.91
2026.04.29 12:49:28;Buy;0.01;BTCUSD;77569;0.01;2026.04.29 12:49:32;77641;;;0.72
2026.04.22 05:12:55;Buy;0.01;BTCUSD;76912;0.01;2026.04.22 05:19:37;77045;;;1.33
2026.04.21 11:47:19;Buy;0.01;BTCUSD;76586;0.01;2026.04.21 11:49:44;76677;;;0.91
2026.04.17 11:47:48;Buy;0.01;BTCUSD;75511;0.01;2026.04.17 11:49:28;75582;;;0.71
2026.04.14 10:09:49;Buy;0.01;BTCUSD;74958;0.01;2026.04.14 12:39:49;74666;;;-2.92
2026.04.14 01:14:44;Buy;0.01;BTCUSD;73920;0.01;2026.04.14 01:56:58;74690;;;7.7
2026.04.10 17:25:08;Buy;0.01;BTCUSD;73134;0.01;2026.04.10 18:25:46;73231;;;0.97
2026.04.07 05:07:38;Sell;0.01;BTCUSD;68290;0.01;2026.04.07 07:37:41;68830;;;-5.4
2026.03.31 08:44:05;Balance;;;;;;;;;150
