Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.06.11 20:32:02;Buy;0.01;BTCUSD;63212.86;0.01;2026.06.11 23:00:00;63520.13;;;3.07
2026.06.10 18:54:11;Buy;0.01;BTCUSD;62719.46;0.01;2026.06.10 23:00:01;61869.59;;;-8.5
2026.06.10 19:00:00;Buy;0.01;BTCUSD;62592.6;0.01;2026.06.10 20:30:00;61850.49;;;-7.42
2026.06.10 18:00:01;Buy;0.02;BTCUSD;62154.87;0.02;2026.06.10 20:00:00;62169.73;;;0.3
2026.06.09 17:04:50;Sell;0.01;BTCUSD;62087.26;0.01;2026.06.09 23:00:00;62088.75;;;-0.01
2026.06.09 17:30:01;Sell;0.01;BTCUSD;61561.45;0.01;2026.06.09 21:00:00;61661.24;;;-1
2026.06.07 08:13:54;Buy;0.01;BTCUSD;61967.34;0.01;2026.06.07 08:30:00;61708.57;;;-2.59
2026.06.05 17:30:02;Sell;0.01;BTCUSD;60397.59;0.01;2026.06.05 21:00:00;60783.19;;;-3.86
2026.06.05 16:52:16;Sell;0.01;BTCUSD;61029.88;0.01;2026.06.05 17:00:00;60688.21;;;3.42
2026.06.03 19:00:00;Sell;0.01;BTCUSD;65973.64;0.01;2026.06.03 21:00:00;65890.04;;;0.84
2026.06.03 01:52:32;Sell;0.01;BTCUSD;66294.43;0.01;2026.06.03 02:00:00;66310.33;;;-0.16
2026.06.02 19:15:00;Sell;0.01;BTCUSD;67816.97;0.01;2026.06.02 22:30:00;66880.08;;;9.37
2026.06.02 17:30:00;Sell;0.01;BTCUSD;67737.06;0.01;2026.06.02 21:00:00;67386.28;;;3.51
2026.06.01 19:30:50;Sell;0.01;BTCUSD;70934.06;0.01;2026.06.01 21:00:00;71528.33;;;-5.9399999999999995
2026.03.24 01:30:38;Balance;;;;;;;;;1000
